Timestamp,Text,Label
24/09/2018 12:56:54,"Faktanya, salah. Sebab, virus HIV akan mati di udara bebas dalam waktu kurang dari semenit.",Fakta
24/09/2018 12:57:00,Pemeriksaan darah untuk kolesterol dan diabetes oleh petugas keliling yang mencurigakan adalah untuk menyebarkan virus HIV.,Mitos
24/09/2018 12:57:24,"Faktanya, salah. Jarum yang dipakai untuk pemeriksaan kolesterol dan diabetes tak punya lubang penyimpanan darah. Sehingga virus HIV bakal mati di udara bebas",Fakta
24/09/2018 12:57:35,ARV (obat untuk ODHA) adalah bahan kimia yang bisa menyebabkan kerusakan hati. Lebih baik menggunakan obat herbal untuk merawat ODHA.,Mitos
24/09/2018 12:57:48,"Faktanya, hingga saat ini obat yang paling tepat untuk HIV adalah ARV.",Fakta
24/09/2018 12:58:33,"Media sosial kembali menyebarkan pesan berantai, kali ini kembali mengenai penularan HIV-AIDS. Disebutkan bahwa HIV-AIDS bisa ditularkan melalui jarum suntik yang dipasang di toilet umum.

Konon jarum suntik tersebut sudah mengandung virus HIV-AIDS, sehingga siapapun yang tertusuk dan terkena jarum tersebut akan tertular. Guru Besar Ilmu Penyakit Dalam Fakultas Kedokteran Universitas Indonesia, Prof dr Zubairi Djoerban, SpPD, KHOM, FINASIM, berpesan supaya masyarakat sebaiknya jangan langsung percaya 100 persen pada informasi-informasi seperti itu. ",Mitos
24/09/2018 12:58:54,"Hati-hati mengambil tisu di toilet umum! Tolong beritahu orang-orang yang kita sayangi, anak, orang tua dan keluarga, dll. Orang yang kena HIV/AIDS dengan sengaja menaruh jarum suntik bekas mereka di dekat tisu toilet umum.",Mitos
24/09/2018 12:59:44,"Apakah benar bahwa metode penularan dengan jarum suntik di toilet umum ini benar-benar bisa menularkan HIV-AIDS? detikHealth melakukan wawancara dengan Prof dr Zubairi Djoerban, SpPD, KHOM, FINASIM yang sehari-hari praktik di Rumah Sakit Cipto Mangunkusumo (RSCM), terkait informasi ini.

Guru Besar Ilmu Penyakit Dalam Fakultas Kedokteran Universitas Indonesia yang dikenal sebagai penemu kasus pertama sekaligus pionir penanganan HIV dan AIDS di Indonesia ini menegaskan bahwa berita tersebut tidak perlu dikhawatirkan berlebihan. Menurut Prof Zubairi, risiko penularannya amat sangat rendah sekali, bahkan hampir bisa dibilang sulit.

""Penularan bisa mudah terjadi kalau darahnya segar, lalu masuk ke tubuh orang lain. Kalau darahnya sudah beberapa hari, ya pasti makin lemah, makin rendah juga risiko penularannya,"" tutur Prof Zubairi",Fakta
24/09/2018 13:01:49,Pergantian tahun identik dengan pesta kembang api dan tiup-tiup terompet. Beberapa waktu lalu pun ramai beredar pesan berantai yang menyebutkan bahwa virus HIV bisa menyebar lewat terompet. Waspadalah karena hiv dapat menular lewat air liur,Mitos
24/09/2018 13:02:02,"HIV tidak menular melalui air liur. Penularan virus ini memang terjadi melalui kontak cairan tubuh, tetapi bukan melalui mulut. Darah dan sperma paling sering menularkan virus tersebut.",Fakta
24/09/2018 13:04:13,"Apabila saat akan memakan buah terlihat ada warna merah yg aneh setelah kulit buah dikupas, maka sebaiknya tidak dimakan karena kemungkinan itu adalah darah tg mengandung virus HIV/AIDS yg sengaja disuntikkan ke dalam buah",Mitos
24/09/2018 13:14:31,"HIV dapat ditularkan apabila kita berada di lingkungan yang sama dengan orang yang terinfeksi hiv, khususnya kita akan tertular HIV apabila kita : bernafas di ruangan yang sama, memakai toilet bekas orang dengan hiv, meminum air minum bekas orang hiv, pelukan mencium dan berjabat tangan. Oleh karena itu hati hati ya, karena kita tidak tahu apakah di sekitar kita ada orang hiv atau tidak.",Mitos
24/09/2018 13:16:17,"HIV dapat menyebar melalui gigitan nyamuk. HIV merupakan virus yang menyerang sel darah putih dan berdiam diri di aliran darah kita. Sama halnya dengan DBD, maka apabila nyamuk menyedot darah orang yang terkena HIV sebelumnya maka ia dapat menularkan virus tersebut kepada anda.",Mitos
24/09/2018 13:18:10,"HIV dapat menyebar melalui Oral Sex. Banyak mitos yang beredar bahwa oral sex tidak akan menularkan virus hiv, faktanya memang oral sex memiliki resiko yang paling kecil untuk menularkan virus tersebut. Namun tetap saja anda bisa tertular virus HIV melalui oral sex, selalu gunakan kondom apabila ingin melakukannya.",Fakta
24/09/2018 13:19:50,Setelah minum obat ARV maka ODHA tidak akan menularkan virus HIV. Obat ARV sesungguhnya membuat kita kebal akan virus dan virus tidak akan menular kepada orang lain. jadi minumlah obat arv anda,Mitos
24/09/2018 13:21:13,"HIV AIDS merupakan program genosida dari pemerintah, belakangan ini beradar fakta bahwa sebenarnya pemerintah kita melakukan konspirasi dengan menciptakan virus yang mematikan yaitu HIV, tujuannya adalah dengan membunuh kaum minoritas di Afrika.",Mitos
24/09/2018 13:23:21,"Menyentuh orang yang terkena hiv dapat menularkan penyakit tersebut, hati hati kawan karena dengan bersentuhan saja kita sudah bisa tertular loh.",Mitos
24/09/2018 13:26:59,"Setiap orang tentu memiliki hak untuk memperoleh keturunan, termasuk penderita HIV. Penyakit HIV (human immunedeficiency virus) ini menyebabkan penurunan daya tahan tubuh sehingga seseorang lebih mudah tertular penyakit, namun penyakit ini tidak menyebabkan penurunan kesuburan. Oleh sebab itu seorang dengan penderita HIV tetap dapat memiliki keturunan. Sekarang yang menjadi pertanyaan, apakah pasangan dimana salah satunya memiliki HIV positif dapat memiliki keturunan yang sehat atau HIV negatif. Sebelum membahas bagaimana memiliki keturunan yang sehat, sebaiknya kita bahas dahulu bagaimana agar tidak menulari pasangan yang sehat karena seperti kita ketahui HIV dapat ditularkan melalui hubungan intim padahal proses pembuahan yang normal harus melalui hubungan intim. Berikut tipsnya:

    Risiko paling tinggi dari penularan HIV adalah bila adanya kontak dengan darah, oleh sebab itu mengapa hubungan intim lewat anus (anal) paling berisiko karena risiko terjadinya lecet sangat besar. Untuk itu hubungan intimlah hanya melalui vagina dan sebaiknya gunakan bantuan pelumas untuk menghindari luka.

    Lakukan pemeriksaan kesuburan baik pada pria dan wanita untuk memastikan keduanya subur dan dapat memiliki keturunan. Berikut informasinya: Mandul atau tidak, lakukan pemeriksaan kesuburan.

    Bila dari hasil pemeriksaan normal, sebaiknya gunakan kondom untuk mencegah risiko penularan walaupun tidak 100%, tapi dengan memakai kondom dapat mencegah kehamilan. Oleh sebab itu berhubungan intim tanpa kondom sebaiknya hanya pada saat masa subur, dimana bila mengalami menstruasi teratur 28 hari, masa subur terjadi sekitar 12-14 hari sebelum tanggal haid berikutnya. Berikut informasi mengenai cara hitung masa subur: Menghitung masa subur setelah haid. Selain saat masa subur, sebaiknya berhubungan intim dengan menggunakan kondom.
    Cara lainnya adalah dengan memasukkan cairan sperma secara manual dengan selang plastik dimana cairan sperma dikeluarkan melalui onani dan dimasukkan ke dalam rahim, namun cara ini tidak nyaman dilakukan.
    Rutin konsumsi obat ARV (antiretroviral) terus menerus secara rutin pada penderita HIV. Obat ARV memang tidak dapat mematikan virus HIV di dalam tubuh, namun dengan pengobatan secara rutin maka jumlah virus (viral load) di dalam tubuh dapat ditekan semaksimal mungkin sehingga jumlah virus HIV di dalam tubuh sangat minimal. Dengan viral load yang kecil maka risiko penularan HIV akan semakin kecil. Viral load dapat diketahui melalui pemeriksaan darah.
    Konsumsi obat profilaksis HIV pada pasangan yang negatif HIV.
    Kontrol secara rutin pada dokter.

Bila berhasil hamil, maka pastikan terlebih dahulu apakah ibu positif HIV atau tidak karena ibu yang positif HIV dapat menularan buah hati baik selama hamil, persalinan, dan menyusui. Oleh sebab itu selama hamil diperlukan pemeriksaan HIV secara berkala, dan bila positif diperlukan pengobatan ARV secara rutin. Dan persalinan sebaiknya melalui operasi sesar, dan setelah lahir bayi diberikan obat pencegah (profilaksis). Dengan penanganan baik selama kehamilan maka sangat besar kemungkinan untuk mendapatkan bayi yang sehat.

Untuk informasi lengkapnya, dapat konseling langsung di poli VCT (voluntary counseling test). Pada poli tersebut akan diberikan informasi secara lengkap serta penanganan yang tepat. Berikut informasinya:",Fakta
24/09/2018 13:29:30,"HIV AIDS merupakan penyakit kutukan. Di saat informasi seputar HIV/AIDS yang akurat dan objektif sudah banjir, kok masih ada yang salah kaprah terhadap Odha? Inilah pertanyaan yang terus-menurus muncul dalam benak saya. Apalagi wanita tadi, jika dilihat dari penampilannya yang berpendidikan dan naik bus PATAS AC yang bertarif Rp 2.500, tentu dia bukan orang yang buta informasi. Tetapi, mengapa sikap dan perilakunya tidak mencerminkan atribut pakaiannya?

Pertanyaan itu terus menghantui saya. Alhamdulillah. Saya menemukan jawabannya dalam buku Pedoman Penyuluhan AIDS Menurut Agama Islam yang diterbitkan Pusat Penyuluhan Kesehatan Masyarakat, Departemen Kesehatan (Cetakan III 1996/1997). Sikap sebagian besar umat Islam terhadap HIV/AIDS rupanya dipicu pernyataan yang saya temukan dalam buku itu (halaman 24): "" .... musibah yang menimpa manusia, termasuk penyakit AIDS yang sekarang diderita banyak orang, ada dua kemungkinan. Pertama, sebagai adzab dan kutukan Allah atas manusia karena perbuatan dosanya."" Masya Allah.

Mengapa hanya AIDS yang dikait-kaitkan dengan adzab dan kutukan Tuhan? Mengapa penyakit lain yang juga tertular melalui perilaku yang berisiko tinggi (antara lain melakukan hubungan seks tanpa kondom dengan pasangan yang berganti-ganti baik di dalam maupun di luar nikah), seperti sifilis, kencing nanah dan hepatitis B tidak dikait-kaitkan dengan adzab dan kutukan Tuhan?

Sebagai seorang muslim saya sangat kecewa terhadap kesimpulan yang mengaitkan AIDS dengan kutukan Tuhan. Apalagi setelah saya temukan pernyataan lain di halaman 29: ""Ada pendapat yang menyatakan bahwa penderita AIDS yang disebabkan Virus AIDS atau HIV, adalah akibat penyimpangan seksual, hasil hubungan homoseks."" Karena buku ini dimaksukan sebagai buku pegangan dan dalam kata pengantar buku itu antara lain disebutkan: ""Besarnya potensi penyuluh agama Islam didalam (sic) rangka penyebarluasan informasi tentang HIV/AIDS akan memberikan percepatan serta dampak yang cukup besar didalam (sic) penanggulangan HIV/AIDS"" tentulah tidak pada tempatnya kalau dimuat penyataan yang tidak rasional, bahkan cenderung mengelabui dan menyesatkan. Apalagi kalau penulisan buku itu sendiri bertolak dari agama Islam tentulah semuanya harus rasional karena Islam mengedepankan akal sehat! Selain itu tidak pula disebutkan sumber ""pendapat"" tersebut.

Dalam Kamus Besar Bahasa Indonesia (Depdikbud, 1988) virus disebutkan jasad renik yang tidak dapat dilihat dengan menggunakan mikroskop biasa, hanya dapat dilihat dengan mikroskop elektron, yang menyebabkan dan menularkan penyakit seperti cacar, influenza, dan rabies. Dalam The New York Public Library Science Desk Reference (Patricia Barnes-Svarnery, Editorial Director, A Stonesong Press Book, Macmillan, USA, 1995) disebutkan penyakit-penyakit manusia yang disebabkan virus, termasuk AIDS, seperti batuk, influenza, cacar, rabies, polio, campak, beguk/gondok, cold sores, sinanaga, dan sindrom Epstein-Barr. Paling sedikit dikenal 200 virus penyebab batuk.

Maka, jika bertolak dari definisi Pusat Penyuluhan Kesehatan Masyarakat Depkes tentang AIDS, maka virus yang menyebabkan cacar, influenza, rabies dan lain-lain juga terjadi atau ada karena penyimpangan ...... Sehingga seseorang yang menderita salah satu dari penyakit-penyakit tersebut merupakan adzab dan kutukan Allah atas diri yang bersangkutan karena perbuatan dosanya. Bayangkan, seseorang yang kena influenza atau gondok tentu dikategorikan sebagai orang yang menerima adzab dan kutukan Allah! Masya Allah.

Jadi, amatlah pantas wanita itu menghardik saya karena di matanya saya seorang yang dikutuk Tuhan. Naudzubillah. ",Mitos
